time,G(i),H_sun,T2m
2023-01-01 00:00:00,0.0,0.0,0.83
2023-01-01 01:00:00,0.0,0.0,0.49
2023-01-01 02:00:00,0.0,0.0,0.32
2023-01-01 03:00:00,0.0,0.0,0.21
2023-01-01 04:00:00,0.0,0.0,0.15
2023-01-01 05:00:00,0.0,0.0,0.08
2023-01-01 06:00:00,0.0,0.0,-0.02
2023-01-01 07:00:00,0.0,0.0,-0.6
2023-01-01 08:00:00,0.0,0.0,-0.44
2023-01-01 09:00:00,13.0,3.77,-0.36
2023-01-01 10:00:00,17.0,7.06,0.07
2023-01-01 11:00:00,31.0,8.57,0.2
2023-01-01 12:00:00,19.0,8.18,-0.11
2023-01-01 13:00:00,13.0,5.92,-0.43
2023-01-01 14:00:00,1.0,1.96,-0.57
2023-01-01 15:00:00,0.0,0.0,-0.57
2023-01-01 16:00:00,0.0,0.0,-0.46
2023-01-01 17:00:00,0.0,0.0,-0.34
2023-01-01 18:00:00,0.0,0.0,-0.36
2023-01-01 19:00:00,0.0,0.0,-0.25
2023-01-01 20:00:00,0.0,0.0,-0.73
2023-01-01 21:00:00,0.0,0.0,-0.92
2023-01-01 22:00:00,0.0,0.0,-0.92
2023-01-01 23:00:00,0.0,0.0,-0.93
2023-01-02 00:00:00,0.0,0.0,-0.97
2023-01-02 01:00:00,0.0,0.0,-1.04
2023-01-02 02:00:00,0.0,0.0,-0.93
2023-01-02 03:00:00,0.0,0.0,-0.85
2023-01-02 04:00:00,0.0,0.0,-0.8
2023-01-02 05:00:00,0.0,0.0,-0.79
2023-01-02 06:00:00,0.0,0.0,-0.8
2023-01-02 07:00:00,0.0,0.0,-0.79
2023-01-02 08:00:00,0.0,0.0,-0.84
2023-01-02 09:00:00,37.37,3.82,-0.77
2023-01-02 10:00:00,28.0,7.13,-0.57
2023-01-02 11:00:00,76.0,8.65,-0.46
2023-01-02 12:00:00,79.0,8.27,-0.31
2023-01-02 13:00:00,32.0,6.02,-0.27
2023-01-02 14:00:00,1.0,2.08,-0.29
2023-01-02 15:00:00,0.0,0.0,-0.29
2023-01-02 16:00:00,0.0,0.0,-0.37
2023-01-02 17:00:00,0.0,0.0,-0.38
2023-01-02 18:00:00,0.0,0.0,-0.53
2023-01-02 19:00:00,0.0,0.0,-0.25
2023-01-02 20:00:00,0.0,0.0,-0.24
2023-01-02 21:00:00,0.0,0.0,-0.43
2023-01-02 22:00:00,0.0,0.0,-0.44
2023-01-02 23:00:00,0.0,0.0,-0.27
2023-01-03 00:00:00,0.0,0.0,-0.19
2023-01-03 01:00:00,0.0,0.0,-0.39
2023-01-03 02:00:00,0.0,0.0,-0.47
2023-01-03 03:00:00,0.0,0.0,-0.69
2023-01-03 04:00:00,0.0,0.0,-0.12
2023-01-03 05:00:00,0.0,0.0,-0.15
2023-01-03 06:00:00,0.0,0.0,-0.13
2023-01-03 07:00:00,0.0,0.0,0.14
2023-01-03 08:00:00,0.0,0.0,0.41
2023-01-03 09:00:00,13.0,3.88,0.52
2023-01-03 10:00:00,28.0,7.2,0.66
2023-01-03 11:00:00,46.0,8.74,1.76
2023-01-03 12:00:00,49.0,8.37,2.16
2023-01-03 13:00:00,30.0,6.14,1.16
2023-01-03 14:00:00,2.0,2.2,0.82
2023-01-03 15:00:00,0.0,0.0,0.85
2023-01-03 16:00:00,0.0,0.0,0.92
2023-01-03 17:00:00,0.0,0.0,1.31
2023-01-03 18:00:00,0.0,0.0,1.28
2023-01-03 19:00:00,0.0,0.0,1.81
2023-01-03 20:00:00,0.0,0.0,2.33
2023-01-03 21:00:00,0.0,0.0,2.54
2023-01-03 22:00:00,0.0,0.0,3.01
2023-01-03 23:00:00,0.0,0.0,3.49
2023-01-04 00:00:00,0.0,0.0,2.75
2023-01-04 01:00:00,0.0,0.0,2.19
2023-01-04 02:00:00,0.0,0.0,2.0
2023-01-04 03:00:00,0.0,0.0,2.3
2023-01-04 04:00:00,0.0,0.0,3.16
2023-01-04 05:00:00,0.0,0.0,3.85
2023-01-04 06:00:00,0.0,0.0,4.4
2023-01-04 07:00:00,0.0,0.0,3.97
2023-01-04 08:00:00,0.0,0.0,3.94
2023-01-04 09:00:00,14.0,3.95,3.49
2023-01-04 10:00:00,13.0,7.28,3.47
2023-01-04 11:00:00,21.0,8.83,3.29
2023-01-04 12:00:00,10.0,8.48,2.7
2023-01-04 13:00:00,40.0,6.26,1.55
2023-01-04 14:00:00,2.0,2.33,0.54
2023-01-04 15:00:00,0.0,0.0,-0.04
2023-01-04 16:00:00,0.0,0.0,-0.46
2023-01-04 17:00:00,0.0,0.0,-1.08
2023-01-04 18:00:00,0.0,0.0,-1.5
2023-01-04 19:00:00,0.0,0.0,-0.89
2023-01-04 20:00:00,0.0,0.0,-1.37
2023-01-04 21:00:00,0.0,0.0,-1.71
2023-01-04 22:00:00,0.0,0.0,-1.89
2023-01-04 23:00:00,0.0,0.0,-1.92
2023-01-05 00:00:00,0.0,0.0,-1.89
2023-01-05 01:00:00,0.0,0.0,-1.85
2023-01-05 02:00:00,0.0,0.0,-1.77
2023-01-05 03:00:00,0.0,0.0,-1.67
2023-01-05 04:00:00,0.0,0.0,-1.7
2023-01-05 05:00:00,0.0,0.0,-1.73
2023-01-05 06:00:00,0.0,0.0,-1.78
2023-01-05 07:00:00,0.0,0.0,-1.85
2023-01-05 08:00:00,0.0,0.0,-1.97
2023-01-05 09:00:00,15.0,4.02,-2.01
2023-01-05 10:00:00,31.0,7.37,-1.72
2023-01-05 11:00:00,44.0,8.94,-1.43
2023-01-05 12:00:00,50.0,8.6,-1.33
2023-01-05 13:00:00,21.0,6.39,-1.28
2023-01-05 14:00:00,11.0,2.47,-1.28
2023-01-05 15:00:00,0.0,0.0,-1.25
2023-01-05 16:00:00,0.0,0.0,-0.98
2023-01-05 17:00:00,0.0,0.0,-0.6
2023-01-05 18:00:00,0.0,0.0,-0.37
2023-01-05 19:00:00,0.0,0.0,-0.36
2023-01-05 20:00:00,0.0,0.0,-0.07
2023-01-05 21:00:00,0.0,0.0,0.36
2023-01-05 22:00:00,0.0,0.0,0.87
2023-01-05 23:00:00,0.0,0.0,1.29
2023-01-06 00:00:00,0.0,0.0,1.57
2023-01-06 01:00:00,0.0,0.0,1.81
2023-01-06 02:00:00,0.0,0.0,1.99
2023-01-06 03:00:00,0.0,0.0,2.1
2023-01-06 04:00:00,0.0,0.0,2.02
2023-01-06 05:00:00,0.0,0.0,1.6
2023-01-06 06:00:00,0.0,0.0,1.48
2023-01-06 07:00:00,0.0,0.0,1.57
2023-01-06 08:00:00,0.0,0.0,1.88
2023-01-06 09:00:00,7.0,4.1,2.28
2023-01-06 10:00:00,35.0,7.47,3.26
2023-01-06 11:00:00,44.0,9.05,3.47
2023-01-06 12:00:00,70.0,8.73,2.59
2023-01-06 13:00:00,43.0,6.52,1.93
2023-01-06 14:00:00,2.0,2.61,1.5
2023-01-06 15:00:00,0.0,0.0,0.78
2023-01-06 16:00:00,0.0,0.0,0.4
2023-01-06 17:00:00,0.0,0.0,0.19
2023-01-06 18:00:00,0.0,0.0,0.0
2023-01-06 19:00:00,0.0,0.0,0.23
2023-01-06 20:00:00,0.0,0.0,-0.13
2023-01-06 21:00:00,0.0,0.0,-0.4
2023-01-06 22:00:00,0.0,0.0,-0.75
2023-01-06 23:00:00,0.0,0.0,-0.88
2023-01-07 00:00:00,0.0,0.0,-0.86
2023-01-07 01:00:00,0.0,0.0,-0.23
2023-01-07 02:00:00,0.0,0.0,1.88
2023-01-07 03:00:00,0.0,0.0,0.25
2023-01-07 04:00:00,0.0,0.0,0.62
2023-01-07 05:00:00,0.0,0.0,3.14
2023-01-07 06:00:00,0.0,0.0,2.55
2023-01-07 07:00:00,0.0,0.0,1.97
2023-01-07 08:00:00,0.0,0.0,2.74
2023-01-07 09:00:00,5.0,4.19,3.28
2023-01-07 10:00:00,21.0,7.57,3.93
2023-01-07 11:00:00,14.0,9.17,4.49
2023-01-07 12:00:00,14.0,8.86,4.78
2023-01-07 13:00:00,7.0,6.66,5.22
2023-01-07 14:00:00,2.0,2.76,5.96
2023-01-07 15:00:00,0.0,0.0,6.6
2023-01-07 16:00:00,0.0,0.0,7.13
2023-01-07 17:00:00,0.0,0.0,6.88
2023-01-07 18:00:00,0.0,0.0,6.65
2023-01-07 19:00:00,0.0,0.0,6.8
2023-01-07 20:00:00,0.0,0.0,6.82
2023-01-07 21:00:00,0.0,0.0,6.81
2023-01-07 22:00:00,0.0,0.0,6.54
2023-01-07 23:00:00,0.0,0.0,6.47
2023-01-08 00:00:00,0.0,0.0,6.39
2023-01-08 01:00:00,0.0,0.0,6.26
2023-01-08 02:00:00,0.0,0.0,6.2
2023-01-08 03:00:00,0.0,0.0,6.25
2023-01-08 04:00:00,0.0,0.0,6.39
2023-01-08 05:00:00,0.0,0.0,6.57
2023-01-08 06:00:00,0.0,0.0,6.75
2023-01-08 07:00:00,0.0,0.0,6.07
2023-01-08 08:00:00,0.0,0.0,5.74
2023-01-08 09:00:00,15.0,4.29,5.68
2023-01-08 10:00:00,31.0,7.68,5.96
2023-01-08 11:00:00,108.01,9.29,6.26
2023-01-08 12:00:00,91.0,9.0,6.25
2023-01-08 13:00:00,23.0,6.81,6.19
2023-01-08 14:00:00,13.0,2.91,5.95
2023-01-08 15:00:00,0.0,0.0,5.62
2023-01-08 16:00:00,0.0,0.0,5.45
2023-01-08 17:00:00,0.0,0.0,5.55
2023-01-08 18:00:00,0.0,0.0,5.54
2023-01-08 19:00:00,0.0,0.0,5.43
2023-01-08 20:00:00,0.0,0.0,5.4
2023-01-08 21:00:00,0.0,0.0,5.55
2023-01-08 22:00:00,0.0,0.0,5.51
2023-01-08 23:00:00,0.0,0.0,5.58
2023-01-09 00:00:00,0.0,0.0,5.48
2023-01-09 01:00:00,0.0,0.0,5.28
2023-01-09 02:00:00,0.0,0.0,5.23
2023-01-09 03:00:00,0.0,0.0,5.01
2023-01-09 04:00:00,0.0,0.0,5.06
2023-01-09 05:00:00,0.0,0.0,5.21
2023-01-09 06:00:00,0.0,0.0,5.2
2023-01-09 07:00:00,0.0,0.0,5.11
2023-01-09 08:00:00,0.0,0.0,4.91
2023-01-09 09:00:00,9.0,4.39,4.94
2023-01-09 10:00:00,22.0,7.8,4.97
2023-01-09 11:00:00,31.0,9.43,4.99
2023-01-09 12:00:00,11.0,9.14,4.99
2023-01-09 13:00:00,8.0,6.97,5.15
2023-01-09 14:00:00,14.0,3.07,5.04
2023-01-09 15:00:00,0.0,0.0,4.86
2023-01-09 16:00:00,0.0,0.0,4.25
2023-01-09 17:00:00,0.0,0.0,2.86
2023-01-09 18:00:00,0.0,0.0,2.02
2023-01-09 19:00:00,0.0,0.0,2.02
2023-01-09 20:00:00,0.0,0.0,1.77
2023-01-09 21:00:00,0.0,0.0,1.94
2023-01-09 22:00:00,0.0,0.0,1.36
2023-01-09 23:00:00,0.0,0.0,1.25
2023-01-10 00:00:00,0.0,0.0,0.75
2023-01-10 01:00:00,0.0,0.0,0.7
2023-01-10 02:00:00,0.0,0.0,1.13
2023-01-10 03:00:00,0.0,0.0,1.42
2023-01-10 04:00:00,0.0,0.0,1.18
2023-01-10 05:00:00,0.0,0.0,0.37
2023-01-10 06:00:00,0.0,0.0,0.49
2023-01-10 07:00:00,0.0,0.0,1.23
2023-01-10 08:00:00,0.0,0.0,1.48
2023-01-10 09:00:00,12.0,4.5,1.49
2023-01-10 10:00:00,41.0,7.93,3.08
2023-01-10 11:00:00,76.0,9.57,3.98
2023-01-10 12:00:00,106.01,9.3,4.48
2023-01-10 13:00:00,52.0,7.13,4.65
2023-01-10 14:00:00,16.0,3.24,4.72
2023-01-10 15:00:00,0.0,0.0,4.41
2023-01-10 16:00:00,0.0,0.0,4.22
2023-01-10 17:00:00,0.0,0.0,4.35
2023-01-10 18:00:00,0.0,0.0,4.69
2023-01-10 19:00:00,0.0,0.0,5.11
2023-01-10 20:00:00,0.0,0.0,5.27
2023-01-10 21:00:00,0.0,0.0,5.43
2023-01-10 22:00:00,0.0,0.0,5.13
2023-01-10 23:00:00,0.0,0.0,4.6
2023-01-11 00:00:00,0.0,0.0,4.05
2023-01-11 01:00:00,0.0,0.0,3.86
2023-01-11 02:00:00,0.0,0.0,4.2
2023-01-11 03:00:00,0.0,0.0,5.15
2023-01-11 04:00:00,0.0,0.0,7.17
2023-01-11 05:00:00,0.0,0.0,7.61
2023-01-11 06:00:00,0.0,0.0,7.02
2023-01-11 07:00:00,0.0,0.0,6.46
2023-01-11 08:00:00,0.0,0.0,6.1
2023-01-11 09:00:00,42.17,4.62,5.87
2023-01-11 10:00:00,106.01,8.06,6.05
2023-01-11 11:00:00,131.01,9.72,6.38
2023-01-11 12:00:00,104.01,9.46,6.4
2023-01-11 13:00:00,11.0,7.3,6.25
2023-01-11 14:00:00,14.0,3.42,5.9
2023-01-11 15:00:00,0.0,0.0,5.58
2023-01-11 16:00:00,0.0,0.0,5.43
2023-01-11 17:00:00,0.0,0.0,5.37
2023-01-11 18:00:00,0.0,0.0,5.24
2023-01-11 19:00:00,0.0,0.0,4.95
2023-01-11 20:00:00,0.0,0.0,4.84
2023-01-11 21:00:00,0.0,0.0,4.91
2023-01-11 22:00:00,0.0,0.0,4.87
2023-01-11 23:00:00,0.0,0.0,4.81
2023-01-12 00:00:00,0.0,0.0,4.59
2023-01-12 01:00:00,0.0,0.0,4.42
2023-01-12 02:00:00,0.0,0.0,4.28
2023-01-12 03:00:00,0.0,0.0,4.1
2023-01-12 04:00:00,0.0,0.0,3.87
2023-01-12 05:00:00,0.0,0.0,3.76
2023-01-12 06:00:00,0.0,0.0,3.7
2023-01-12 07:00:00,0.0,0.0,3.41
2023-01-12 08:00:00,0.0,0.0,3.36
2023-01-12 09:00:00,19.0,4.74,3.5
2023-01-12 10:00:00,10.0,8.2,3.76
2023-01-12 11:00:00,39.0,9.87,4.1
2023-01-12 12:00:00,88.0,9.62,4.28
2023-01-12 13:00:00,79.0,7.47,4.55
2023-01-12 14:00:00,17.0,3.6,4.54
2023-01-12 15:00:00,0.0,0.0,4.1
2023-01-12 16:00:00,0.0,0.0,3.89
2023-01-12 17:00:00,0.0,0.0,3.63
2023-01-12 18:00:00,0.0,0.0,3.31
2023-01-12 19:00:00,0.0,0.0,3.22
2023-01-12 20:00:00,0.0,0.0,2.96
2023-01-12 21:00:00,0.0,0.0,2.64
2023-01-12 22:00:00,0.0,0.0,3.13
2023-01-12 23:00:00,0.0,0.0,3.44
2023-01-13 00:00:00,0.0,0.0,4.39
2023-01-13 01:00:00,0.0,0.0,4.9
2023-01-13 02:00:00,0.0,0.0,4.91
2023-01-13 03:00:00,0.0,0.0,4.68
2023-01-13 04:00:00,0.0,0.0,4.07
2023-01-13 05:00:00,0.0,0.0,3.83
2023-01-13 06:00:00,0.0,0.0,3.77
2023-01-13 07:00:00,0.0,0.0,3.94
2023-01-13 08:00:00,0.0,0.0,4.03
2023-01-13 09:00:00,5.0,4.87,4.31
2023-01-13 10:00:00,78.0,8.35,4.42
2023-01-13 11:00:00,57.0,10.03,4.21
2023-01-13 12:00:00,49.0,9.8,4.38
2023-01-13 13:00:00,32.0,7.66,4.25
2023-01-13 14:00:00,3.0,3.78,4.2
2023-01-13 15:00:00,0.0,0.0,3.91
2023-01-13 16:00:00,0.0,0.0,3.22
2023-01-13 17:00:00,0.0,0.0,2.76
2023-01-13 18:00:00,0.0,0.0,2.49
2023-01-13 19:00:00,0.0,0.0,2.6
2023-01-13 20:00:00,0.0,0.0,2.07
2023-01-13 21:00:00,0.0,0.0,1.57
2023-01-13 22:00:00,0.0,0.0,0.59
2023-01-13 23:00:00,0.0,0.0,0.18
2023-01-14 00:00:00,0.0,0.0,0.09
2023-01-14 01:00:00,0.0,0.0,0.01
2023-01-14 02:00:00,0.0,0.0,0.19
2023-01-14 03:00:00,0.0,0.0,0.29
2023-01-14 04:00:00,0.0,0.0,0.31
2023-01-14 05:00:00,0.0,0.0,0.28
2023-01-14 06:00:00,0.0,0.0,0.25
2023-01-14 07:00:00,0.0,0.0,0.41
2023-01-14 08:00:00,0.0,0.0,0.08
2023-01-14 09:00:00,44.48,5.01,-0.27
2023-01-14 10:00:00,98.01,8.5,0.41
2023-01-14 11:00:00,108.0,10.2,1.2
2023-01-14 12:00:00,76.0,9.98,1.35
2023-01-14 13:00:00,46.0,7.84,1.19
2023-01-14 14:00:00,12.0,3.97,1.15
2023-01-14 15:00:00,0.0,0.0,1.57
2023-01-14 16:00:00,0.0,0.0,1.8
2023-01-14 17:00:00,0.0,0.0,2.75
2023-01-14 18:00:00,0.0,0.0,2.9
2023-01-14 19:00:00,0.0,0.0,2.24
2023-01-14 20:00:00,0.0,0.0,1.75
2023-01-14 21:00:00,0.0,0.0,2.17
2023-01-14 22:00:00,0.0,0.0,2.79
2023-01-14 23:00:00,0.0,0.0,2.56
2023-01-15 00:00:00,0.0,0.0,2.78
2023-01-15 01:00:00,0.0,0.0,2.81
2023-01-15 02:00:00,0.0,0.0,2.8
2023-01-15 03:00:00,0.0,0.0,2.82
2023-01-15 04:00:00,0.0,0.0,2.86
2023-01-15 05:00:00,0.0,0.0,3.1
2023-01-15 06:00:00,0.0,0.0,3.25
2023-01-15 07:00:00,0.0,0.0,3.4
2023-01-15 08:00:00,0.0,0.0,3.29
2023-01-15 09:00:00,38.92,5.16,3.5
2023-01-15 10:00:00,14.0,8.66,3.76
2023-01-15 11:00:00,13.0,10.38,3.66
2023-01-15 12:00:00,29.0,10.16,3.54
2023-01-15 13:00:00,109.01,8.04,3.32
2023-01-15 14:00:00,24.0,4.17,3.23
2023-01-15 15:00:00,0.0,0.0,2.75
2023-01-15 16:00:00,0.0,0.0,2.17
2023-01-15 17:00:00,0.0,0.0,1.23
2023-01-15 18:00:00,0.0,0.0,0.49
2023-01-15 19:00:00,0.0,0.0,0.52
2023-01-15 20:00:00,0.0,0.0,0.83
2023-01-15 21:00:00,0.0,0.0,1.24
2023-01-15 22:00:00,0.0,0.0,1.65
2023-01-15 23:00:00,0.0,0.0,1.95
2023-01-16 00:00:00,0.0,0.0,1.86
2023-01-16 01:00:00,0.0,0.0,1.61
2023-01-16 02:00:00,0.0,0.0,1.28
2023-01-16 03:00:00,0.0,0.0,0.87
2023-01-16 04:00:00,0.0,0.0,0.33
2023-01-16 05:00:00,0.0,0.0,-0.08
2023-01-16 06:00:00,0.0,0.0,-0.36
2023-01-16 07:00:00,0.0,0.0,0.14
2023-01-16 08:00:00,0.0,0.0,-0.19
2023-01-16 09:00:00,34.05,5.31,-0.25
2023-01-16 10:00:00,94.0,8.83,0.29
2023-01-16 11:00:00,129.01,10.56,1.28
2023-01-16 12:00:00,82.0,10.36,1.97
2023-01-16 13:00:00,84.0,8.24,2.44
2023-01-16 14:00:00,23.0,4.38,2.28
2023-01-16 15:00:00,0.0,0.0,1.79
2023-01-16 16:00:00,0.0,0.0,1.54
2023-01-16 17:00:00,0.0,0.0,2.02
2023-01-16 18:00:00,0.0,0.0,2.31
2023-01-16 19:00:00,0.0,0.0,2.37
2023-01-16 20:00:00,0.0,0.0,2.64
2023-01-16 21:00:00,0.0,0.0,2.51
2023-01-16 22:00:00,0.0,0.0,2.42
2023-01-16 23:00:00,0.0,0.0,2.13
2023-01-17 00:00:00,0.0,0.0,1.78
2023-01-17 01:00:00,0.0,0.0,1.74
2023-01-17 02:00:00,0.0,0.0,1.86
2023-01-17 03:00:00,0.0,0.0,2.04
2023-01-17 04:00:00,0.0,0.0,2.05
2023-01-17 05:00:00,0.0,0.0,1.91
2023-01-17 06:00:00,0.0,0.0,1.78
2023-01-17 07:00:00,0.0,0.0,1.93
2023-01-17 08:00:00,0.0,0.0,1.78
2023-01-17 09:00:00,20.0,5.47,1.63
2023-01-17 10:00:00,35.0,9.01,1.57
2023-01-17 11:00:00,30.0,10.75,1.71
2023-01-17 12:00:00,37.0,10.56,1.8
2023-01-17 13:00:00,26.0,8.44,1.72
2023-01-17 14:00:00,7.0,4.58,1.66
2023-01-17 15:00:00,0.0,0.0,1.57
2023-01-17 16:00:00,0.0,0.0,1.4
2023-01-17 17:00:00,0.0,0.0,1.19
2023-01-17 18:00:00,0.0,0.0,1.14
2023-01-17 19:00:00,0.0,0.0,1.39
2023-01-17 20:00:00,0.0,0.0,1.39
2023-01-17 21:00:00,0.0,0.0,1.44
2023-01-17 22:00:00,0.0,0.0,1.4
2023-01-17 23:00:00,0.0,0.0,1.26
2023-01-18 00:00:00,0.0,0.0,1.17
2023-01-18 01:00:00,0.0,0.0,1.07
2023-01-18 02:00:00,0.0,0.0,0.92
2023-01-18 03:00:00,0.0,0.0,0.8
2023-01-18 04:00:00,0.0,0.0,0.66
2023-01-18 05:00:00,0.0,0.0,0.39
2023-01-18 06:00:00,0.0,0.0,0.16
2023-01-18 07:00:00,0.0,0.0,0.44
2023-01-18 08:00:00,0.0,0.0,0.24
2023-01-18 09:00:00,45.8,5.64,0.14
2023-01-18 10:00:00,66.0,9.19,0.32
2023-01-18 11:00:00,88.0,10.94,0.68
2023-01-18 12:00:00,88.0,10.76,1.09
2023-01-18 13:00:00,79.0,8.66,1.45
2023-01-18 14:00:00,22.0,4.8,1.36
2023-01-18 15:00:00,0.0,0.0,1.06
2023-01-18 16:00:00,0.0,0.0,0.67
2023-01-18 17:00:00,0.0,0.0,0.39
2023-01-18 18:00:00,0.0,0.0,-0.13
2023-01-18 19:00:00,0.0,0.0,-0.07
2023-01-18 20:00:00,0.0,0.0,0.49
2023-01-18 21:00:00,0.0,0.0,0.56
2023-01-18 22:00:00,0.0,0.0,0.6
2023-01-18 23:00:00,0.0,0.0,0.82
2023-01-19 00:00:00,0.0,0.0,0.79
2023-01-19 01:00:00,0.0,0.0,0.73
2023-01-19 02:00:00,0.0,0.0,0.62
2023-01-19 03:00:00,0.0,0.0,0.47
2023-01-19 04:00:00,0.0,0.0,-0.37
2023-01-19 05:00:00,0.0,0.0,-1.09
2023-01-19 06:00:00,0.0,0.0,-0.78
2023-01-19 07:00:00,0.0,0.0,-3.47
2023-01-19 08:00:00,0.0,0.0,-2.72
2023-01-19 09:00:00,44.0,5.81,-1.95
2023-01-19 10:00:00,116.01,9.38,-0.91
2023-01-19 11:00:00,165.01,11.15,0.04
2023-01-19 12:00:00,135.01,10.97,0.47
2023-01-19 13:00:00,65.0,8.87,0.74
2023-01-19 14:00:00,20.0,5.02,0.78
2023-01-19 15:00:00,0.0,0.0,0.3
2023-01-19 16:00:00,0.0,0.0,-0.19
2023-01-19 17:00:00,0.0,0.0,-0.3
2023-01-19 18:00:00,0.0,0.0,-0.82
2023-01-19 19:00:00,0.0,0.0,-1.09
2023-01-19 20:00:00,0.0,0.0,-1.09
2023-01-19 21:00:00,0.0,0.0,-1.14
2023-01-19 22:00:00,0.0,0.0,-1.01
2023-01-19 23:00:00,0.0,0.0,-1.16
2023-01-20 00:00:00,0.0,0.0,-1.54
2023-01-20 01:00:00,0.0,0.0,-1.54
2023-01-20 02:00:00,0.0,0.0,-1.64
2023-01-20 03:00:00,0.0,0.0,-1.8
2023-01-20 04:00:00,0.0,0.0,-2.13
2023-01-20 05:00:00,0.0,0.0,-2.64
2023-01-20 06:00:00,0.0,0.0,-3.36
2023-01-20 07:00:00,0.0,0.0,-4.2
2023-01-20 08:00:00,0.0,0.0,-4.63
2023-01-20 09:00:00,73.01,5.99,-4.6
2023-01-20 10:00:00,138.01,9.57,-4.01
2023-01-20 11:00:00,176.01,11.36,-3.13
2023-01-20 12:00:00,172.01,11.19,-2.46
2023-01-20 13:00:00,133.01,9.1,-2.18
2023-01-20 14:00:00,25.0,5.24,-2.56
2023-01-20 15:00:00,0.0,0.0,-3.64
2023-01-20 16:00:00,0.0,0.0,-4.75
2023-01-20 17:00:00,0.0,0.0,-5.5
2023-01-20 18:00:00,0.0,0.0,-6.15
2023-01-20 19:00:00,0.0,0.0,-5.24
2023-01-20 20:00:00,0.0,0.0,-5.18
2023-01-20 21:00:00,0.0,0.0,-5.25
2023-01-20 22:00:00,0.0,0.0,-5.38
2023-01-20 23:00:00,0.0,0.0,-5.52
2023-01-21 00:00:00,0.0,0.0,-5.66
2023-01-21 01:00:00,0.0,0.0,-5.96
2023-01-21 02:00:00,0.0,0.0,-6.12
2023-01-21 03:00:00,0.0,0.0,-6.03
2023-01-21 04:00:00,0.0,0.0,-6.15
2023-01-21 05:00:00,0.0,0.0,-6.32
2023-01-21 06:00:00,0.0,0.0,-6.34
2023-01-21 07:00:00,0.0,0.0,-6.49
2023-01-21 08:00:00,0.0,0.0,-7.18
2023-01-21 09:00:00,53.0,6.18,-6.79
2023-01-21 10:00:00,43.0,9.77,-5.52
2023-01-21 11:00:00,96.0,11.57,-4.32
2023-01-21 12:00:00,30.0,11.42,-3.5
2023-01-21 13:00:00,81.0,9.33,-3.03
2023-01-21 14:00:00,28.0,5.47,-3.42
2023-01-21 15:00:00,0.0,0.0,-4.19
2023-01-21 16:00:00,0.0,0.0,-5.29
2023-01-21 17:00:00,0.0,0.0,-5.81
2023-01-21 18:00:00,0.0,0.0,-6.37
2023-01-21 19:00:00,0.0,0.0,-4.11
2023-01-21 20:00:00,0.0,0.0,-4.17
2023-01-21 21:00:00,0.0,0.0,-4.24
2023-01-21 22:00:00,0.0,0.0,-4.21
2023-01-21 23:00:00,0.0,0.0,-3.77
2023-01-22 00:00:00,0.0,0.0,-3.83
2023-01-22 01:00:00,0.0,0.0,-3.77
2023-01-22 02:00:00,0.0,0.0,-3.95
2023-01-22 03:00:00,0.0,0.0,-3.69
2023-01-22 04:00:00,0.0,0.0,-3.62
2023-01-22 05:00:00,0.0,0.0,-3.71
2023-01-22 06:00:00,0.0,0.0,-3.35
2023-01-22 07:00:00,0.0,0.0,-2.97
2023-01-22 08:00:00,0.0,0.0,-2.98
2023-01-22 09:00:00,23.0,6.37,-3.0
2023-01-22 10:00:00,25.0,9.98,-2.36
2023-01-22 11:00:00,28.0,11.79,-2.17
2023-01-22 12:00:00,27.0,11.65,-1.79
2023-01-22 13:00:00,22.0,9.56,-1.75
2023-01-22 14:00:00,10.0,5.71,-1.68
2023-01-22 15:00:00,0.0,0.0,-1.92
2023-01-22 16:00:00,0.0,0.0,-2.67
2023-01-22 17:00:00,0.0,0.0,-2.81
2023-01-22 18:00:00,0.0,0.0,-3.64
2023-01-22 19:00:00,0.0,0.0,-2.95
2023-01-22 20:00:00,0.0,0.0,-2.78
2023-01-22 21:00:00,0.0,0.0,-2.66
2023-01-22 22:00:00,0.0,0.0,-2.86
2023-01-22 23:00:00,0.0,0.0,-4.19
2023-01-23 00:00:00,0.0,0.0,-4.05
2023-01-23 01:00:00,0.0,0.0,-3.88
2023-01-23 02:00:00,0.0,0.0,-3.36
2023-01-23 03:00:00,0.0,0.0,-2.86
2023-01-23 04:00:00,0.0,0.0,-2.57
2023-01-23 05:00:00,0.0,0.0,-2.13
2023-01-23 06:00:00,0.0,0.0,-1.86
2023-01-23 07:00:00,0.0,0.0,-1.33
2023-01-23 08:00:00,0.0,0.0,-1.02
2023-01-23 09:00:00,7.0,6.57,-0.68
2023-01-23 10:00:00,13.0,10.2,-0.02
2023-01-23 11:00:00,22.0,12.02,0.51
2023-01-23 12:00:00,45.0,11.88,0.81
2023-01-23 13:00:00,12.0,9.8,1.04
2023-01-23 14:00:00,9.0,5.95,1.28
2023-01-23 15:00:00,0.0,0.0,1.43
2023-01-23 16:00:00,0.0,0.0,1.56
2023-01-23 17:00:00,0.0,0.0,1.78
2023-01-23 18:00:00,0.0,0.0,1.82
2023-01-23 19:00:00,0.0,0.0,1.88
2023-01-23 20:00:00,0.0,0.0,2.24
2023-01-23 21:00:00,0.0,0.0,2.57
2023-01-23 22:00:00,0.0,0.0,2.82
